vid,ts,lat,lon,speed
X0997116,2020-01-28 14:38:21,13.717067000000002,100.80001700000001,0
X0997116,2020-01-28 14:42:34,13.719217,100.797617,17
X0997116,2020-01-28 14:43:30,13.719833,100.79595,16
X0997116,2020-01-28 14:43:30,13.719833,100.79595,16
X0997116,2020-01-28 14:44:35,13.720917000000002,100.79298299999999,21
X0997116,2020-01-28 14:47:30,13.721967000000001,100.785733,0
X0997116,2020-01-28 14:49:31,13.721882999999998,100.78416700000001,0
X0997116,2020-01-28 14:50:36,13.7219,100.78246700000001,12
X0997116,2020-01-28 14:54:37,13.7217,100.770067,42
X0997116,2020-01-28 14:55:32,13.721667000000002,100.76435,36
X0997116,2020-01-28 14:56:37,13.721582999999999,100.7593,0
X0997116,2020-01-28 14:57:32,13.721682999999999,100.75505,32
X0997116,2020-01-28 15:01:29,13.722417000000002,100.741033,28
X0997116,2020-01-28 15:04:35,13.722267,100.73095,32
X0997116,2020-01-28 15:07:32,13.721982999999998,100.723517,0
X0997116,2020-01-28 15:08:27,13.722032999999998,100.721683,28
X0997116,2020-01-28 15:08:27,13.722032999999998,100.721683,28
X0997116,2020-01-28 15:09:32,13.7221,100.717417,30
X0997116,2020-01-28 15:11:32,13.721967000000001,100.70925,37
X0997116,2020-01-28 15:12:27,13.721767000000002,100.7061,22
X0997116,2020-01-28 15:13:32,13.72155,100.702517,0
X0997116,2020-01-28 15:14:28,13.72155,100.70133299999999,15
X0997116,2020-01-28 15:15:46,13.7212,100.695533,50
X0997116,2020-01-28 15:18:27,13.72035,100.6807,13
X0997116,2020-01-28 15:19:33,13.7196,100.6748,46
X0997116,2020-01-28 15:21:27,13.718217000000001,100.66545,35
X0997116,2020-01-28 15:22:32,13.7173,100.6601,52
X0997116,2020-01-28 15:23:27,13.7163,100.654267,0
X0997116,2020-01-28 15:23:27,13.7163,100.654267,0
X0997116,2020-01-28 15:25:27,13.714882999999999,100.64895,45
X0997116,2020-01-28 15:26:31,13.712417000000002,100.642717,32
X0997116,2020-01-28 15:27:26,13.711817000000002,100.640783,16
X0997116,2020-01-28 15:27:26,13.711817000000002,100.640783,16
X0997116,2020-01-28 15:30:31,13.710767,100.635417,17
X0997116,2020-01-28 15:31:26,13.710332999999999,100.63155,11
X0997116,2020-01-28 15:31:26,13.710332999999999,100.63155,11
X0997116,2020-01-28 15:31:26,13.710332999999999,100.63155,11
X0997116,2020-01-28 15:35:29,13.709367000000002,100.614717,41
X0997116,2020-01-28 15:37:29,13.7108,100.6111,8
X0997116,2020-01-28 15:37:29,13.7108,100.6111,8
X0997116,2020-01-28 15:43:29,13.70975,100.598617,0
X0997116,2020-01-28 15:44:24,13.710332999999999,100.5978,0
X0997116,2020-01-28 15:45:30,13.711067000000002,100.597767,0
X0997116,2020-01-28 15:46:25,13.710783,100.59818299999999,0
X0997116,2020-01-28 15:46:25,13.710783,100.59818299999999,0
X0997116,2020-01-28 15:47:49,13.710817,100.59831700000001,0
X0997116,2020-01-28 15:48:12,13.71085,100.59835,0
X0997116,2020-01-28 15:48:12,13.71085,100.59835,0
X0997116,2020-01-28 15:48:12,13.71085,100.59835,0
X0997116,2020-01-28 15:48:12,13.71085,100.59835,0
X0997116,2020-01-28 15:54:17,13.709867000000001,100.60135,0
X0997116,2020-01-28 15:55:21,13.710617000000001,100.602317,7
X0997116,2020-01-28 15:56:38,13.7118,100.604467,19
X0997116,2020-01-28 15:56:38,13.7118,100.604467,19
X0997116,2020-01-28 16:06:21,13.712717000000001,100.6072,0
X0997116,2020-01-28 16:07:11,13.7104,100.631433,0
X0997116,2020-01-28 16:08:07,13.710683,100.634033,28
X0997116,2020-01-28 16:08:07,13.710683,100.634033,28
X0997116,2020-01-28 16:09:13,13.711117000000002,100.6372,16
X0997116,2020-01-28 16:10:09,13.7115,100.638983,18
X0997116,2020-01-28 16:12:10,13.7142,100.6476,40
X0997116,2020-01-28 16:12:10,13.7142,100.6476,40
X0997116,2020-01-28 16:13:06,13.716217000000002,100.6526,24
X0997116,2020-01-28 16:17:12,13.719183,100.670917,19
X0997116,2020-01-28 16:18:08,13.719617000000001,100.67388299999999,36
X0997116,2020-01-28 16:19:14,13.72025,100.67845,29
X0997116,2020-01-28 16:21:05,13.720982999999999,100.68933299999999,7
X0997116,2020-01-28 16:21:05,13.720982999999999,100.68933299999999,7
X0997116,2020-01-28 16:22:11,13.721067000000001,100.69036700000001,9
X0997116,2020-01-28 16:24:13,13.721532999999999,100.69941700000001,56
X0997116,2020-01-28 16:26:12,13.722017000000001,100.706633,13
X0997116,2020-01-28 16:28:04,13.72225,100.712017,8
X0997116,2020-01-28 16:29:10,13.72225,100.714867,37
X0997116,2020-01-28 16:31:12,13.722267,100.719817,23
X0997116,2020-01-28 16:32:10,13.722233,100.72355,0
X0997116,2020-01-28 16:32:10,13.722233,100.72355,0
X0997116,2020-01-28 16:35:09,13.722532999999999,100.734983,17
X0997116,2020-01-28 16:39:03,13.72275,100.7483,19
X0997116,2020-01-28 16:40:08,13.72255,100.752533,36
X0997116,2020-01-28 16:43:06,13.721882999999998,100.77125,45
X0997116,2020-01-28 16:43:06,13.721882999999998,100.77125,45
X0997116,2020-01-28 16:44:02,13.721982999999998,100.775917,19
X0997116,2020-01-28 16:45:08,13.721982999999998,100.77975,0
X0997116,2020-01-28 16:46:03,13.722032999999998,100.7812,16
X0997116,2020-01-28 16:49:03,13.721967000000001,100.79056700000001,49
X0997116,2020-01-28 16:50:09,13.720267000000002,100.795,34
X0997116,2020-01-28 16:52:01,13.718517000000002,100.799667,35
X0997116,2020-01-28 16:54:02,13.717217000000002,100.80001700000001,18
X0997116,2020-01-28 16:56:04,13.7157,100.79893299999999,0
X0997116,2020-01-28 16:58:16,13.7157,100.7989,0
